VehicleID,Amount (Million Naira)
VHL18518,3.5443382245325425
VHL17149,9.894683121306159
VHL10927,3.717789269469197
VHL12909,4.497949494557151
VHL12348,12.267503825246008
VHL10798,33.599280391401685
VHL11022,2.3953919225639373
VHL12206,6.416041557493717
VHL11697,7.335638241671546
VHL12313,8.633480547298332
VHL13411,17.937202290008408
VHL14334,2.8188024639299423
VHL14302,5.871770425049743
VHL13979,5.477915684325399
VHL12272,2.184085788582664
VHL15071,7.351017488001479
VHL19166,3.8565501317451196
VHL10471,3.037614890854183
VHL18431,2.9659298326782095
VHL12325,9.134564472487817
VHL15657,2.6942932012773855
VHL13667,26.233249180493974
VHL18913,5.840247927519566
VHL13273,6.105695624920221
VHL16576,1.0787009476063445
VHL15506,2.7745606740686553
VHL10460,40.56513393565681
VHL16050,2.348147277238644
VHL17918,5.759221018512111
VHL12992,5.333287547528166
VHL10261,7.940320758233583
VHL18348,9.161844904250627
VHL11577,7.370649414533056
VHL16957,2.5288304114879416
VHL16165,11.652965893236248
VHL11441,3.7043968059068777
VHL19990,3.300143396608852
VHL14072,5.133783943798178
VHL13637,1.9170131805921589
VHL10757,11.356187797749154
VHL12657,7.0738087754617585
VHL19939,14.592687970687143
VHL12094,7.858501389921118
VHL17177,7.679859890347777
VHL16720,13.465076759237947
VHL11478,26.92532097314555
VHL14386,8.986546805214605
VHL11341,8.753232096535898
VHL18683,8.507458885740945
VHL13430,16.83144781627729
VHL18932,4.012909144892299
VHL17505,7.700217984174446
VHL16272,4.752086519123661
VHL14777,4.405298103161567
VHL13186,10.82175660713183
VHL19383,1.6422735848512602
VHL14605,15.969423662640084
VHL11440,22.950238868786958
VHL14303,10.582907562230789
VHL19478,4.486859153436323
VHL17837,2.706417211405895
VHL12824,3.7586182845220053
VHL17476,4.802328581388667
VHL18988,2.23402515946298
VHL19482,7.2308114919117905
VHL13263,5.245937187912999
VHL17078,9.020261476020664
VHL19170,2.9941021820191724
VHL18070,2.945687419407104
VHL18061,17.32925324659776
VHL10726,2.286929310257729
VHL19212,3.0621274780389434
VHL13283,3.3553452297171487
VHL14023,8.242355010504337
VHL16973,44.30199246956848
VHL19653,19.441595814911242
VHL18605,12.049801635008913
VHL13287,8.980235510772802
VHL15719,1.8399826987165049
VHL19636,5.483895200688422
VHL11009,6.912469802542795
VHL18087,3.492644391150388
VHL14422,5.76414635312011
VHL15789,21.969689440069953
