VehicleID,Amount (Million Naira)
VHL18518,8.384670527584966
VHL17149,8.787721956554606
VHL10927,3.9442026180317717
VHL12909,5.852906623816082
VHL12348,10.879054721838944
VHL10798,27.700871767325516
VHL11022,2.260783190977988
VHL12206,7.78659476174561
VHL11697,9.114336587839906
VHL12313,9.119982859478366
VHL13411,17.144582388886256
VHL14334,2.8955120383445196
VHL14302,5.918886817180062
VHL13979,4.51639348629674
VHL12272,2.1958823229107667
VHL15071,8.372395310063272
VHL19166,4.202834940365031
VHL10471,2.956595162003424
VHL18431,3.2053385408291475
VHL12325,7.985060640605563
VHL15657,2.821103330764925
VHL13667,21.163290523102376
VHL18913,7.322840938041021
VHL13273,6.2136863143513015
VHL16576,1.0311748976200121
VHL15506,3.763823915563523
VHL10460,49.49425626382365
VHL16050,1.7894754102787818
VHL17918,4.71940932482598
VHL12992,5.1271140723462025
VHL10261,7.200864154393694
VHL18348,8.837942764833647
VHL11577,7.2512292421360725
VHL16957,2.1755691251817173
VHL16165,13.142791544739632
VHL11441,3.9999130420365496
VHL19990,3.4886927769505336
VHL14072,4.500591810201582
VHL13637,1.5044699378084703
VHL10757,10.991910282036303
VHL12657,8.496221516182596
VHL19939,15.173927787757288
VHL12094,11.3674508584605
VHL17177,4.71006510122237
VHL16720,15.348283003534846
VHL11478,33.120045110126
VHL14386,9.679063645067817
VHL11341,10.57893810477011
VHL18683,11.932496756216953
VHL13430,15.585175363416203
VHL18932,2.84700556038889
VHL17505,8.018329778232987
VHL16272,4.80899407705577
VHL14777,3.220918147689922
VHL13186,8.489149285130951
VHL19383,1.7152179174934106
VHL14605,12.13510523263146
VHL11440,24.78123329535434
VHL14303,13.822831908499504
VHL19478,4.55389098952175
VHL17837,2.3967296898479935
VHL12824,3.8559166041792112
VHL17476,5.304115625709303
VHL18988,2.33578019132504
VHL19482,7.154964207845369
VHL13263,4.13265143470486
VHL17078,8.898422572557664
VHL19170,2.345867356583623
VHL18070,2.499727218978174
VHL18061,14.87241541982311
VHL10726,1.89165644114343
VHL19212,2.54438333459881
VHL13283,2.887120073708978
VHL14023,6.578838843995188
VHL16973,37.514503707038266
VHL19653,15.372502091777994
VHL18605,10.582420027025913
VHL13287,10.799465456380455
VHL15719,2.2613547228566167
VHL19636,5.9560926673915215
VHL11009,8.72533763458064
VHL18087,4.323044412633483
VHL14422,4.359903373734367
VHL15789,25.12981356689119
VHL12369,4.4799304321415185
VHL15812,4.036592415273992
VHL18767,126.74506314734916
VHL19271,24.2972206403875
VHL17403,2.970075368684462
VHL12967,4.5664613078928955
VHL19998,8.952727604915541
VHL12336,3.3750547362098997
VHL10328,2.8893472769714954
VHL18908,1.456251306796616
VHL11127,6.5020642699336975
VHL12655,16.64613572732962
VHL19086,32.21167943652968
VHL10384,12.49148736779454
VHL15712,15.223286817844564
VHL11054,19.574587714122124
VHL16505,5.672714677152343
VHL10534,3.0492612100984426
VHL14120,2.99250994542633
VHL10206,6.753649785379629
VHL13595,11.913541712360896
VHL15887,5.394304035618573
VHL12672,5.109414807863848
VHL19770,5.093032461908247
VHL13026,15.55083634336437
VHL12635,10.615531128010053
VHL14014,6.499484907107046
VHL19238,3.714872291874525
VHL18156,5.927254084533432
VHL13087,6.411309063009012
