VehicleID,Amount (Million Naira)
VHL18518,4.839000000000001
VHL17149,10.426760642135644
VHL10927,3.8130416666666633
VHL12909,4.606100000000002
VHL12348,12.02363333333334
VHL10798,33.65845218253968
VHL11022,2.3246999999999964
VHL12206,6.413715873015876
VHL11697,7.20799999999999
VHL12313,9.215655555555553
VHL13411,17.8234
VHL14334,3.181225
VHL14302,6.4371166666666655
VHL13979,5.472116666666666
VHL12272,2.2618749999999976
VHL15071,7.520000000000006
VHL19166,3.9009000000000005
VHL10471,3.0933333333333324
VHL18431,3.2735000000000003
VHL12325,9.647866666666667
VHL15657,3.2415166666666675
VHL13667,26.7170125
VHL18913,6.473599999999999
VHL13273,7.0335833333333335
VHL16576,1.2997999999999994
VHL15506,2.669900000000001
VHL10460,42.81700000000001
VHL16050,2.289799999999998
VHL17918,5.877333333333333
VHL12992,5.8596
VHL10261,7.902391666666668
VHL18348,9.327663385225883
VHL11577,7.3041785714285705
VHL16957,4.394100000000002
VHL16165,12.063099999999995
VHL11441,3.8469000000000007
VHL19990,3.6775999999999986
VHL14072,5.206399999999995
VHL13637,2.0625500000000003
VHL10757,15.312685714285708
VHL12657,7.874800000000002
VHL19939,14.243530636030627
VHL12094,7.707299999999993
VHL17177,7.596699999999995
VHL16720,13.403126587301587
VHL11478,27.536190476190473
VHL14386,9.302587301587307
VHL11341,8.957228571428576
VHL18683,8.362200000000003
VHL13430,18.65970000000001
VHL18932,3.847033333333334
VHL17505,7.593965476190471
VHL16272,5.191467532467532
VHL14777,5.045883333333331
VHL13186,10.845299206349203
VHL19383,1.6942000000000004
VHL14605,15.495799999999997
VHL11440,23.187500000000018
VHL14303,10.672752380952375
VHL19478,5.132199999999998
VHL17837,3.00060238095238
VHL12824,3.6957999999999993
VHL17476,4.923733333333334
VHL18988,2.3144999999999962
VHL19482,7.358797871572873
VHL13263,5.345385714285713
VHL17078,14.664050000000007
VHL19170,4.739566666666664
VHL18070,3.0615999999999985
VHL18061,17.222583333333333
VHL10726,2.6438000000000006
VHL19212,3.1859999999999995
VHL13283,3.357500000000003
VHL14023,9.999728571428571
VHL16973,43.365
VHL19653,31.65599999999999
VHL18605,12.907857142857143
VHL13287,9.083333333333332
VHL15719,1.6790999999999991
VHL19636,6.093999999999999
VHL11009,8.0875
VHL18087,3.610599999999999
VHL14422,5.84165
VHL15789,25.068500000000007
VHL12369,6.0164333333333335
VHL15812,4.291050793650793
VHL18767,188.69222222222223
VHL19271,40.39058333333333
VHL17403,3.7062749999999975
VHL12967,3.9940166666666643
VHL19998,10.420836549561551
VHL12336,3.2830666666666666
VHL10328,3.987940476190474
VHL18908,2.7122666666666633
VHL11127,6.358150000000003
VHL12655,20.314646428571425
VHL19086,312.83
VHL10384,15.127299999999998
VHL15712,10.285950000000003
VHL11054,20.297999999999995
VHL16505,4.238599999999999
VHL10534,3.0742000000000007
VHL14120,3.948866666666663
VHL10206,6.197791071428571
VHL13595,16.521823809523813
VHL15887,5.822335515873016
VHL12672,5.2573
VHL19770,5.486913040541331
VHL13026,22.246000000000002
VHL12635,10.954600000000001
VHL14014,7.357480555555551
VHL19238,3.3791565476190493
VHL18156,5.593166666666667
VHL13087,5.633700000000002
VHL13743,3.074874999999999
VHL19323,92.84
VHL16129,7.740254761904761
VHL17626,6.230499999999999
VHL14525,2.1865000000000006
VHL15597,182.1241
VHL19429,7.243658333333338
VHL14074,8.251800000000001
VHL17422,114.12133333333335
VHL11861,30.16030000000001
VHL19828,24.528400000000012
VHL14000,8.131599999999999
VHL12312,8.80472896825397
VHL16257,2.3086
VHL14859,4.101441666666666
VHL16048,3.9464999999999963
VHL14039,2.1455666666666646
VHL10296,2.0719999999999983
VHL14949,1.8120000000000018
VHL17034,31.79156666666667
VHL17149,26.144654734154738
VHL19677,4.978999999999998
VHL14433,4.086500000000005
VHL16582,7.033199999999997
VHL10059,6.856500000000008
VHL17140,13.529500000000008
VHL10364,5.543375000000001
VHL16932,4.546783333333334
VHL18587,5.308458333333333
VHL13635,1.7054999999999996
VHL18371,18.58964285714286
VHL19622,16.397399999999994
VHL18669,7.586499999999998
VHL17359,2.090300000000001
VHL19788,12.267240952380957
VHL19078,17.167549999999984
VHL12673,2.6107000000000005
VHL17895,1.7789749999999973
VHL18950,22.7458
VHL13562,36.181
VHL11306,9.153624999999998
VHL15496,4.7783000000000015
VHL11927,15.425619047619048
VHL10392,31.54528571428572
VHL14124,5.3408000000000015
VHL12586,8.547000000000002
VHL12895,5.241200000000001
VHL18481,5.563558333333333
VHL11310,3.6183666666666694
VHL15810,3.3004000000000002
VHL16037,10.3412
VHL19627,34.711999999999996
VHL11152,13.85991666666667
VHL17698,24.5513
VHL19815,79.12266666666667
VHL18192,3.185772023809524
VHL19720,3.0019
VHL11686,12.872500000000008
VHL18649,7.134741666666665
VHL12765,7.724154761904762
VHL10026,7.968399999999997
VHL11001,11.423931547619038
VHL13433,7.092099999999999
VHL17827,2.7694333333333314
VHL12344,5.2836
VHL17308,62.2135
VHL18722,2.3857666666666657
VHL17199,6.888290476190473
VHL15338,4.0680000000000005
VHL16946,5.740625
VHL11039,2.311078928571428
VHL18017,12.073999999999996
VHL15945,17.172200000000004
VHL14724,3.1832333333333356
VHL15314,33.225500000000004
VHL14276,3.8406000000000002
VHL17883,2.7755
VHL14385,22.206199999999995
VHL18665,1.346499999999999
VHL15936,38.65080952380953
VHL19518,7.412285714285713
VHL13530,2.3143999999999965
VHL17861,1.4186999999999994
VHL10966,34.84402380952381
VHL11652,10.845299206349203
VHL16641,12.764
VHL12017,10.042357142857155
VHL14856,3.200700000000003
VHL16801,5.337647222222224
VHL16814,27.356105200355206
VHL13748,5.486913040541331
VHL13104,13.832500000000007
VHL10022,25.992499999999996
VHL14787,3.891
VHL19015,3.529000000000004
VHL11089,4.360400000000001
VHL13873,5.289738263125761
VHL15486,33.884
VHL13253,1.5944
VHL15232,2.074899999999999
VHL18914,6.052116666666665
VHL14922,5.136949999999997
VHL14541,4.280899999999999
VHL15820,19.623499999999993
VHL10710,4.887274476911975
VHL11752,2.229333333333334
VHL13868,5.49430119047619
VHL17442,25.226733333333335
VHL14571,23.3664
VHL17155,5.386709523809522
VHL11093,7.902391666666668
VHL18280,4.361883333333336
VHL18425,5.306505000000002
VHL10175,2.1448583333333313
VHL15307,11.731800000000003
VHL18062,7.891794047619049
VHL18972,2.789899999999999
VHL11185,5.184253571428575
VHL10343,5.301200000000005
VHL10450,4.994849999999996
VHL19621,6.8139412157287165
VHL14502,4.663744318181818
VHL12768,6.309399999999998
VHL19922,10.280813492063492
VHL10824,13.010749999999998
VHL16646,7.687699999999999
VHL15462,7.7082257936507865
VHL15801,7.724154761904762
VHL10322,9.929177777777781
VHL15613,2.672366666666667
VHL17756,5.963480032467531
VHL16186,19.264625000000002
VHL19061,4.23413333333333
VHL13446,37.4032261904762
VHL10599,7.492863095238096
VHL18255,20.086300000000016
VHL17948,5.8278
VHL17616,0.8871000000000001
VHL17664,43.44559999999999
VHL18299,3.361800000000002
VHL18959,11.094
VHL10473,12.72550761904762
VHL17271,20.58833333333333
VHL19798,7.9628806177156175
VHL17935,48.82
VHL10245,41.1925
VHL15041,14.161699999999998
VHL15001,4.6460000000000035
VHL16287,2.400099999999999
VHL13974,97.4086
VHL15764,49.014
VHL18888,4.420000000000003
VHL14882,7.402933333333334
VHL19424,6.052099999999999
VHL13785,270.60166666666663
VHL10783,12.373500000000005
VHL19808,4.981877067377067
VHL18890,13.403126587301587
VHL13440,4.755499999999999
VHL13285,5.71625
VHL18805,29.181999999999995
VHL18550,1.7062999999999997
VHL10061,6.965945238095242
VHL18522,15.573
VHL16813,9.759690476190471
VHL11036,10.302999999999999
VHL12107,25.643500000000003
VHL17826,16.543908730158734
VHL14449,3.7449999999999983
VHL14938,2.4785999999999992
VHL14098,13.647800000000007
VHL19241,8.868
VHL17856,3.5790083333333325
VHL18900,3.8595000000000015
VHL11133,7.741735753135754
VHL11687,24.418999999999997
VHL12719,2.3390000000000013
VHL15531,4.338594047619045
VHL17329,55.94885714285712
VHL16806,1.7712999999999997
VHL11582,2.0012999999999996
VHL16362,5.783599999999999
VHL11119,3.1314666666666664
VHL13806,36.22
VHL11733,1.9826999999999986
VHL18959,63.402
VHL17287,3.1031000000000013
VHL11709,8.874233333333338
VHL19793,4.234449999999996
VHL19880,3.1841999999999997
VHL19964,35.980000000000004
VHL12784,18.259753571428565
VHL17371,18.610899999999994
VHL12439,2.086999999999999
VHL16652,6.790250000000001
VHL17836,6.8624
VHL16597,10.034500000000003
VHL18707,6.4371166666666655
VHL16683,8.472500000000004
VHL15365,3.1097999999999986
VHL13507,5.368866666666673
VHL14459,28.778966666666676
VHL19300,5.884166666666667
VHL18418,22.365699999999997
VHL15350,4.336708333333333
VHL15927,4.63625
VHL12985,14.439599999999992
VHL10426,22.578999999999997
VHL10506,5.5863999999999985
VHL11042,33.77466666666667
VHL18043,4.601749999999998
VHL16258,5.6482
VHL19326,7.1438999999999995
VHL15424,12.174332142857146
VHL19014,4.962249999999998
VHL11310,6.901760696248201
VHL12927,8.617524999999999
VHL10082,7.462966666666662
VHL10068,13.71641666666667
VHL13660,4.189300000000005
VHL18810,7.3304000000000045
VHL17666,30.33325
VHL18022,5.4472499999999995
VHL11237,19.036499999999993
VHL17240,11.814018831168832
VHL13512,6.209799999999998
VHL10596,73.64750000000001
VHL10073,7.78235
VHL13719,2.7795999999999985
VHL10077,1.473975
VHL13151,5.8916
VHL12499,6.097750000000001
VHL18832,20.52083333333333
VHL16790,7.942634920634921
VHL13880,35.58656666666666
VHL19448,5.7887999999999975
VHL15860,5.285155952380952
VHL14538,6.7842000000000064
VHL16505,8.197300000000006
VHL11544,19.96097023809525
VHL19830,7.480166666666666
VHL10194,4.797613730158729
VHL15744,3.39065
VHL10957,4.865600000000002
VHL12568,2.8514999999999993
VHL19448,13.114814285714282
VHL14417,2.0773999999999986
VHL10368,6.346500000000001
VHL10806,2.4314999999999984
VHL17414,13.025438888888903
VHL14892,2.781599999999999
VHL17933,13.186100000000001
VHL15852,29.406145238095245
VHL10505,24.2633
VHL18345,17.687
VHL13294,11.386258134920633
VHL18253,14.672900000000002
VHL17152,12.651540270562766
VHL12883,98.77
VHL16101,10.591890476190475
VHL15563,14.724100000000014
VHL10313,7.554100000000008
VHL18291,1.4158
VHL13553,7.148573809523808
VHL11440,4.204058333333332
VHL15887,4.20393333333333
VHL17489,15.36585
VHL16271,9.6066
VHL15007,49.275900000000036
VHL15329,14.03710000000002
VHL13826,3.2086000000000006
VHL11568,6.8139412157287165
VHL13578,5.511081923631922
VHL16302,3.6296999999999997
VHL12677,8.438011111111118
VHL18866,5.067850000000003
VHL11976,4.59116666666667
VHL17817,38.65080952380953
VHL16893,2.8477666666666663
VHL11075,1.9332000000000014
VHL14865,5.165258333333332
VHL13535,2.6345
VHL16299,35.72399999999999
VHL19327,3.3975999999999993
VHL10055,4.4472000000000005
VHL14258,5.0502
VHL11527,2.6824000000000017
VHL17682,3.374600000000001
VHL10073,2.2075000000000027
VHL14599,28.8925
VHL15495,7.485499999999995
VHL13387,2.393299999999999
VHL19505,4.747105357142855
VHL16307,2.654800000000001
VHL11034,66.33800000000001
VHL13625,3.3771999999999998
VHL19623,7.118079258241757
VHL10838,2.630533333333332
VHL11711,4.280099999999999
VHL14148,3.565433333333333
VHL15745,2.858100000000001
VHL15705,4.404099999999997
VHL14767,14.984388888888898
VHL10108,4.2068333333333285
VHL17818,4.127199999999998
VHL18324,6.311249999999994
VHL19741,27.875
VHL11815,7.011400000000002
VHL18939,7.7038666666666655
VHL18042,1.2137999999999984
VHL13176,1.5849000000000004
VHL16859,4.639400000000002
VHL14405,2.7336375000000017
VHL14751,25.02050000000003
VHL18416,4.218284722222222
VHL13952,12.651540270562766
VHL14726,3.366099999999997
VHL11889,9.215655555555553
VHL12851,40.13750000000001
VHL12862,5.3060946428571425
VHL14262,3.7832
VHL13520,7.102700000000001
VHL14967,3.3549000000000007
VHL14728,4.772199999999996
VHL15340,5.857499999999999
VHL14760,7.961825793650787
VHL18498,3.598533333333336
VHL18440,3.7795999999999985
VHL18477,5.557500000000008
VHL16456,6.377242857142854
VHL19596,2.4594499999999972
VHL19616,18.439499999999985
VHL12885,7.274807142857144
VHL13080,2.5953
VHL10988,4.733000000000003
VHL16251,2.496600000000002
VHL16941,5.878000000000002
VHL19708,10.850641071428575
VHL13116,35.0825119047619
VHL17823,4.995262545787545
VHL14587,11.237252380952377
VHL16807,3.467800000000002
VHL15706,6.311249999999994
VHL19568,8.014577777777783
VHL12877,21.024
VHL16412,1.490849999999999
VHL18036,105.38099999999999
VHL16860,36.34800000000001
VHL14755,3.6226000000000003
VHL19234,36.92442676212677
VHL13272,3.0311000000000026
VHL16892,3.0795499999999976
VHL17413,16.522607756132757
VHL18817,2.192592261904762
VHL11681,9.330062499999999
VHL10192,57.98350000000001
VHL16374,6.812
VHL17630,10.889249999999995
VHL15610,1.8133999999999986
VHL11364,3.3312428571428527
VHL13136,27.171358968808974
VHL10038,8.2515
VHL12580,6.010599999999999
VHL14253,11.259399999999998
VHL17421,12.909694444444447
VHL15458,3.4632
VHL12574,10.499299999999998
VHL14109,12.8933
VHL15943,5.859366666666663
VHL17404,4.444168452380956
VHL14940,12.46051071428571
VHL16625,7.442350000000001
VHL12066,4.021208333333336
VHL12899,5.237500000000004
VHL11652,9.481399999999995
VHL17554,110.26441666666666
VHL11567,15.127999999999997
VHL10163,5.342953246753247
VHL10355,13.543983022533025
VHL12041,5.264442045454543
VHL13416,8.827499999999993
VHL15974,2.767475
VHL12082,5.36949761904762
VHL12319,2.7027714285714275
VHL12556,5.586671212121214
VHL18675,4.287449999999998
VHL13381,1.796666666666665
VHL14325,65.87500000000001
VHL15875,4.702670454545454
VHL10638,4.162798809523809
VHL10544,5.22935
VHL11654,2.7744999999999993
VHL14423,1.105599999999999
VHL14569,6.581150000000001
VHL15007,1.8852999999999989
VHL18221,53.855
VHL10785,1.7552333333333336
VHL16546,3.3607999999999976
VHL19173,7.4413000000000045
VHL11731,12.268974999999998
VHL18180,4.544333333333334
VHL19452,4.739666666666668
VHL16163,15.93605
VHL14877,5.2712
VHL10102,103.03
VHL16046,12.937500000000007
VHL13684,19.543833333333332
VHL18749,48.858999999999995
VHL15304,9.408499999999997
VHL10117,73.58800000000001
VHL19957,1.7971999999999986
VHL19132,2.5242999999999984
VHL15383,12.074750000000012
VHL10136,27.223762500000003
VHL17919,3.6017928571428577
VHL11444,3.422233333333336
VHL18795,20.373999999999995
VHL12062,4.856200000000002
VHL15890,9.260433333333324
VHL17372,77.24391666666665
VHL12038,17.380599999999998
VHL19368,3.344198571428571
VHL10476,4.798900000000002
VHL14079,3.1887999999999983
VHL10401,5.059
VHL12810,44.726499999999994
VHL19466,1.8310166666666643
VHL15757,4.645699999999996
VHL15894,4.061033730158732
VHL18056,7.429350000000002
VHL16634,4.2955999999999985
VHL16608,4.361883333333336
VHL19831,2.8841000000000014
VHL13863,15.639199999999999
VHL11159,6.062966666666669
VHL15412,20.948466666666658
VHL10730,3.8120999999999974
VHL17248,3.3012000000000032
VHL16421,14.049245119259831
VHL11328,8.141499999999997
VHL18439,4.355599999999996
VHL12340,5.3315666666666655
VHL10461,4.491400000000005
VHL15024,4.581283333333331
VHL11850,11.9114
VHL16423,8.483
VHL16427,11.91750000000001
VHL13444,2.000774999999998
VHL16609,2.307799999999999
VHL11522,5.397458333333333
VHL11433,10.7344
VHL15853,4.006249999999993
VHL14168,4.118999999999997
VHL19004,10.719285714285716
VHL10827,29.167333333333335
VHL19998,6.878192261904762
VHL14997,3.8590000000000004
VHL15827,11.386258134920633
VHL18844,2.5006285714285736
VHL10076,6.888499999999998
VHL16342,2.145899999999998
VHL19420,4.189433333333335
VHL12762,5.245250000000003
VHL16916,2.5165464285714285
VHL10660,5.453549999999999
VHL18142,7.2534833333333335
VHL13721,3.9887500000000022
VHL18101,5.8373
VHL11732,3.4894166666666666
VHL14351,4.466141666666668
VHL16617,3.4122999999999974
VHL13840,5.418666666666671
VHL10596,3.201233333333336
VHL19148,2.8386
VHL16845,12.504169047619055
VHL17262,9.918764682539683
VHL17801,5.704433333333331
VHL18039,31.64541906565656
VHL15369,9.57149999999999
VHL14483,5.545800000000002
VHL19700,5.81866666666667
VHL15877,20.375423809523806
VHL15552,19.12
VHL18756,16.663300000000007
VHL10301,12.804968700825304
VHL17678,4.530299999999994
VHL17604,2.192592261904762
VHL17969,94.55
VHL17089,7.092199999999995
VHL13239,76.791
VHL12466,5.510250000000002
VHL16020,16.522607756132757
VHL15014,8.581499999999995
VHL13302,3.9649999999999994
VHL17986,6.07815146005955
VHL14724,6.558790476190475
VHL15147,4.491375000000004
VHL15325,4.299599999999999
VHL16131,8.846836904761895
VHL14868,2.225699999999999
VHL15382,35.4703
VHL12164,7.9628806177156175
VHL11723,4.550483119658121
VHL14888,4.593555952380952
VHL17997,5.129975000000002
VHL11576,5.135816666666666
VHL16048,9.5496380952381
VHL17795,7.633607738095235
VHL15642,6.191891666666666
VHL13953,4.5405
VHL10189,16.522607756132757
VHL13338,6.453400000000004
VHL19247,34.90000000000001
VHL16429,18.7514
VHL10272,2.714
VHL12716,4.484499999999999
VHL12652,7.708849999999997
