VehicleID,Amount (Million Naira)
VHL18518,11.364012293107162
VHL17149,9.95071098563926
VHL10927,4.66792261533676
VHL12909,6.145115121358977
VHL12348,9.394791524906458
VHL10798,31.41547071042195
VHL11022,2.569887969844236
VHL12206,7.728914770365143
VHL11697,6.8433663159551275
VHL12313,9.330191184522892
VHL13411,15.791042036734696
VHL14334,2.944759425657074
VHL14302,6.870699182479608
VHL13979,4.590040036948281
VHL12272,2.540017194147777
VHL15071,8.57778595328238
VHL19166,5.137795109543051
VHL10471,4.078302187770883
VHL18431,3.219679894120111
VHL12325,7.390471094251323
VHL15657,7.491665204782583
VHL13667,21.223389986235357
VHL18913,8.776203705215496
VHL13273,7.471331261253551
VHL16576,-0.006167069139353359
VHL15506,3.7425659726386074
VHL10460,65.10304931211657
VHL16050,1.8157313170654865
VHL17918,5.137866127103335
VHL12992,5.244880205467879
VHL10261,7.625184745836116
VHL18348,10.247114599416044
VHL11577,7.549217880507688
VHL16957,0.7569395615407765
VHL16165,14.463091259566403
VHL11441,4.4458404584217135
VHL19990,2.8506257302151656
VHL14072,4.089263544687608
VHL13637,1.8107572823016427
VHL10757,12.740281835009233
VHL12657,8.73130185351098
VHL19939,13.920546995659054
VHL12094,10.276843544430095
VHL17177,6.337463728520341
VHL16720,15.108371700034253
VHL11478,28.095595996542457
VHL14386,9.577940595250153
VHL11341,9.25715915754909
VHL18683,2.559984430025686
VHL13430,23.87215238476145
VHL18932,3.2569838523112224
VHL17505,8.231532203246118
VHL16272,4.7907019578882055
VHL14777,2.8871446144950754
VHL13186,8.207368555686978
VHL19383,1.9537093943379744
VHL14605,12.87657729191153
VHL11440,28.159244553979
VHL14303,12.78759450245528
VHL19478,5.46200405828691
VHL17837,2.6669384906606943
VHL12824,4.162113406450129
VHL17476,5.65038212354115
VHL18988,2.7546240789220517
VHL19482,7.429043685062008
VHL13263,4.7105538281958195
VHL17078,4.2022308305169425
VHL19170,-0.2147615652657475
VHL18070,2.907068783980279
VHL18061,16.251229283231584
VHL10726,-1.2743661274175966
VHL19212,2.5361202868954273
VHL13283,2.70026167716481
VHL14023,5.256005832827001
VHL16973,37.89146859329309
VHL19653,19.43584395776268
VHL18605,10.820752819991093
VHL13287,10.865282816784994
VHL15719,1.943886078217505
VHL19636,3.838016151037328
VHL11009,22.366747299893664
VHL18087,4.0843812758024205
VHL14422,4.000537750178986
VHL15789,48.511592036959165
VHL12369,4.306202564945464
VHL15812,4.406915880242132
VHL18767,170.20351935584492
VHL19271,27.865696049438945
VHL17403,2.8134646219512955
VHL12967,4.048625329724368
VHL19998,10.10809271333941
VHL12336,2.170262328423268
VHL10328,3.0096972775339457
VHL18908,1.8912243620239249
VHL11127,8.000321327515477
VHL12655,21.14487364139192
VHL19086,173.23171896301034
VHL10384,2.3497635290272023
VHL15712,21.06606432618649
VHL11054,13.348849285506118
VHL16505,5.3414004839319595
VHL10534,2.5434286844756038
VHL14120,2.998647740617872
VHL10206,8.18937197232223
VHL13595,15.692672808354098
VHL15887,4.983896707761469
VHL12672,4.795611033952479
VHL19770,6.056388233955327
VHL13026,18.99520398689685
VHL12635,11.856410837887553
VHL14014,6.807991081869252
VHL19238,4.17735584781941
VHL18156,5.4752505781607566
VHL13087,5.86087169204861
VHL13743,2.377220788172659
VHL19323,96.53004211526898
VHL16129,8.247324217154308
VHL17626,4.9083563682359115
VHL14525,3.102928668418545
VHL15597,72.17412329191973
VHL19429,9.103334260053735
VHL14074,5.325322597013849
VHL17422,134.95711555596924
VHL11861,31.567263097972933
VHL19828,19.09282716565333
VHL14000,5.543017485308938
VHL12312,7.865972845577949
VHL16257,3.487875699949095
VHL14859,1.5723847190480285
VHL16048,4.424922445753046
VHL14039,1.3121858433659586
VHL10296,-0.607450683586558
VHL14949,1.3817611154755334
VHL17034,28.13817580061499
VHL17149,20.641042263373734
VHL19677,6.146054789914064
VHL14433,4.206097768346206
VHL16582,6.360165102564263
VHL10059,6.257434700649334
VHL17140,15.261419049166006
VHL10364,5.474352950296352
VHL16932,4.630450056053332
VHL18587,5.678611957219879
VHL13635,0.3542888519356072
VHL18371,27.960884487543353
VHL19622,7.7114137343346565
VHL18669,4.195747150466372
VHL17359,1.4078162824352491
VHL19788,11.429879632014327
VHL19078,19.577014084334337
VHL12673,3.056035420938917
VHL17895,2.2925277230515566
VHL18950,24.3761723959581
VHL13562,29.66023876271192
VHL11306,-3.1485130965407917
VHL15496,5.991376594227859
VHL11927,16.68390192030404
VHL10392,29.66486550010883
VHL14124,4.96377118788582
VHL12586,7.2310148985938785
VHL12895,4.012537218076181
VHL18481,4.819660154509312
VHL11310,3.792083431076657
VHL15810,3.0876582016046754
VHL16037,15.316634256840592
VHL19627,47.24457579881028
VHL11152,5.6197372245578565
VHL17698,26.683758481492507
VHL19815,40.64485371375413
VHL18192,4.1138411057968725
VHL19720,2.550826805824945
VHL11686,14.453432680316142
VHL18649,8.404575406023644
VHL12765,6.830713751263954
VHL10026,11.879532294488591
