VehicleID,Amount (Million Naira)
VHL18518,8.40522328153453
VHL17149,9.11826657176387
VHL10927,4.061411173080653
VHL12909,5.394799093848347
VHL12348,11.513197292095608
VHL10798,29.747935543422795
VHL11022,2.2815332467429217
VHL12206,7.877913416923244
VHL11697,8.807301586496042
VHL12313,9.192230589202675
VHL13411,14.748911158927296
VHL14334,3.400217760166302
VHL14302,5.957301144880661
VHL13979,4.675004938699097
VHL12272,2.322917525620847
VHL15071,8.033786275382502
VHL19166,4.415502459128409
VHL10471,3.4122150338218633
VHL18431,3.4225545957144883
VHL12325,8.039314067020422
VHL15657,3.147967423700114
VHL13667,22.612921707793653
VHL18913,6.633414767871223
VHL13273,6.924083916465096
VHL16576,1.0438620646457022
VHL15506,3.318334998412671
VHL10460,51.553745127109096
VHL16050,1.9389478385558678
VHL17918,5.237918165499094
VHL12992,5.194309167293229
VHL10261,7.325811268589311
VHL18348,9.078542555130914
VHL11577,7.41929960332336
VHL16957,2.384340020424723
VHL16165,11.834915468427942
VHL11441,4.078574059243143
VHL19990,3.3433523846047137
VHL14072,4.530275142536356
VHL13637,1.6326418403445515
VHL10757,10.803761392623485
VHL12657,7.7717815000739705
VHL19939,14.037032100286902
VHL12094,10.873922183081268
VHL17177,4.368634303705353
VHL16720,14.738222119466204
VHL11478,33.94765886080127
VHL14386,10.091478960912525
VHL11341,10.004494960911208
VHL18683,8.208524029782794
VHL13430,17.98815643265072
VHL18932,2.8297763463036647
VHL17505,7.972720180798268
VHL16272,4.386565641425969
VHL14777,2.731699606141652
VHL13186,8.954387055691639
VHL19383,1.6664048019845628
VHL14605,12.780357583588204
VHL11440,25.264516369287115
VHL14303,12.725379748681274
VHL19478,4.750687593016662
VHL17837,2.0400495403024994
VHL12824,4.225616040508473
VHL17476,5.168015387084019
VHL18988,2.441583707048493
VHL19482,6.9255389130876255
VHL13263,4.113587211116107
VHL17078,8.639342486094574
VHL19170,2.1744058974877687
VHL18070,2.689138853703961
VHL18061,14.106105300779877
VHL10726,1.8678070232818977
VHL19212,2.624279736617716
VHL13283,3.117950330812956
VHL14023,5.886632303478601
VHL16973,37.99510082389175
VHL19653,15.218295508283285
VHL18605,11.25436444528663
VHL13287,11.206797811577342
VHL15719,1.987980332637985
VHL19636,6.096403797795871
VHL11009,10.800436367869922
VHL18087,4.554886440224959
VHL14422,4.180696753157771
VHL15789,26.861704419586353
VHL12369,4.6074349878756395
VHL15812,4.303825483482943
VHL18767,138.8764819746219
VHL19271,26.94060892452409
VHL17403,3.0501890497490534
VHL12967,4.756496340977648
VHL19998,9.202781583913852
VHL12336,3.706339102103388
VHL10328,3.048423702261395
VHL18908,1.684593459512137
VHL11127,6.357746951735704
VHL12655,15.457313605567691
VHL19086,45.91695073234191
VHL10384,11.011988936296941
VHL15712,17.15989147857814
VHL11054,18.00383039888122
VHL16505,5.154883871639906
VHL10534,3.085582941253618
VHL14120,3.374550481960987
VHL10206,7.267905533278236
VHL13595,12.754077317531813
VHL15887,5.399896285307156
VHL12672,5.285225578715452
VHL19770,5.033976369385219
VHL13026,17.225247907419753
VHL12635,10.556185085827584
VHL14014,7.566921128684828
VHL19238,3.8028126281443084
VHL18156,6.18472414741845
VHL13087,6.214406081619729
VHL13743,2.8643950631246544
VHL19323,72.16638072331469
VHL16129,7.082391799397908
VHL17626,5.304851182968547
VHL14525,1.409649264471361
VHL15597,63.77042199617686
VHL19429,8.500568188230183
VHL14074,11.489471089633891
VHL17422,111.42795316298114
VHL11861,27.818482136717797
VHL19828,20.064762460709993
VHL14000,5.15816290239393
VHL12312,5.765128552242239
VHL16257,2.524539816024954
VHL14859,4.505363665725843
VHL16048,3.2849516667298344
VHL14039,1.9385254612252978
VHL10296,1.916436891471869
VHL14949,1.771988019757871
VHL17034,25.168913740144223
VHL17149,19.37318410958768
VHL19677,6.174951708218755
VHL14433,4.925828747559778
VHL16582,5.739308805355433
VHL10059,7.907915599657185
VHL17140,13.668556972712219
VHL10364,4.6931941733395375
VHL16932,4.605103740340704
VHL18587,5.716047604000483
VHL13635,1.771708303446593
VHL18371,17.86104406357911
VHL19622,15.832997771055043
VHL18669,9.451916945262116
VHL17359,1.7742788793445523
VHL19788,9.172246631518012
VHL19078,19.465119481526425
VHL12673,2.6472890296141567
VHL17895,1.8884427051123667
VHL18950,19.332838217720948
VHL13562,26.20337317014799
VHL11306,9.698518618941893
VHL15496,6.224517238854828
VHL11927,15.470010300962963
VHL10392,25.690084870303366
VHL14124,4.04657405210863
VHL12586,7.810224389111889
VHL12895,4.684541697827554
VHL18481,4.924434094842202
VHL11310,3.4391122205838514
VHL15810,3.3047858043567566
VHL16037,10.317913156044792
VHL19627,36.45725688879268
VHL11152,10.213270185681505
VHL17698,20.014476323715833
VHL19815,43.1917790569524
VHL18192,3.3171662460525786
VHL19720,2.6547099566454264
VHL11686,13.21937146729149
VHL18649,8.544747211370323
VHL12765,6.941168237833646
VHL10026,7.270970829249174
VHL11001,9.378246313042123
VHL13433,7.126785213318445
VHL17827,2.818838082997664
VHL12344,4.946646247616046
VHL17308,56.69116766915755
VHL18722,2.302957782955109
VHL17199,6.465130820380108
VHL15338,4.093803156146994
VHL16946,6.098780893643101
VHL11039,2.3414518004543
VHL18017,13.797875693013362
VHL15945,16.491084924000248
VHL14724,3.5008068584760124
VHL15314,29.39357019583694
VHL14276,2.604572789945631
VHL17883,2.4511121531070614
VHL14385,8.42989548197997
VHL18665,1.2782303689910868
VHL15936,22.235414817959956
VHL19518,6.720647260442158
VHL13530,2.054320648306657
VHL17861,1.3391342540573796
VHL10966,27.46581844390463
VHL11652,9.318367684905427
VHL16641,12.254211028697643
VHL12017,10.294390127043465
VHL14856,2.9386154865584473
VHL16801,4.463591838097371
